x,y,label,split,projection_method
0.025162921248139014,0.25133726557971353,1,train,raw_2d
-0.2835247120099421,0.6279973499895917,0,train,raw_2d
0.8552188127673027,-0.23318755698012578,1,train,raw_2d
1.9015146132891798,-0.07691724300689425,1,train,raw_2d
-0.1555147466108785,-0.23871267077557498,1,train,raw_2d
0.05904652712365546,1.1972092420154035,0,train,raw_2d
0.84431368627848,0.5928349280732476,0,train,raw_2d
0.1145053932420742,-0.47276684901351756,1,train,raw_2d
1.8902946589725262,0.3168674105421261,1,train,raw_2d
1.031463288691897,-0.13858930182957047,1,train,raw_2d
0.43010873709986264,-0.36842544449223347,1,train,raw_2d
1.6467755099266885,-0.18300452757911395,1,train,raw_2d
-0.874418614831555,0.7972528716851686,0,train,raw_2d
1.0681721054397013,-0.743781237709321,1,train,raw_2d
0.3611851384607607,0.04755876183154627,0,train,raw_2d
0.5575714567537389,0.18906875229481562,0,train,raw_2d
1.2991687369267737,0.09215548330576835,0,train,raw_2d
1.0560521544842036,-0.33039256362064684,1,train,raw_2d
0.3056666040227764,0.8051613995557719,0,train,raw_2d
1.444104368030684,-0.6018828427172268,1,train,raw_2d
0.2781349980160827,-0.6591475753422327,1,train,raw_2d
1.2001934623164359,0.2873677622809558,0,train,raw_2d
1.818858136082411,-0.4433821878394808,1,train,raw_2d
2.2018044136661064,0.36240252958198654,1,train,raw_2d
-0.19376575644795463,-0.2901281921568823,1,train,raw_2d
-0.3868017497776169,0.5668966046622838,0,train,raw_2d
-0.3660341662796327,-0.4536898283189999,1,train,raw_2d
1.4378286950038326,-0.2239546706409264,0,train,raw_2d
-1.4869329695064941,0.8721056149070459,0,train,raw_2d
-0.5038241576803909,0.92010197081704,0,train,raw_2d
0.5487850381899612,0.835883782206755,0,train,raw_2d
0.05909062791103109,-0.5777486381405486,1,train,raw_2d
-0.7769069702961806,1.0167588994089605,0,train,raw_2d
0.4616430454950137,1.1820930671752619,0,train,raw_2d
-1.2348209094758995,0.4415558479311983,0,train,raw_2d
-1.664262884269506,0.3925578001157692,0,train,raw_2d
0.9253129052684739,-0.08228487671201823,1,train,raw_2d
0.603093712107398,-0.2048311818239512,1,train,raw_2d
-0.5122780841162928,0.4733033621735643,0,train,raw_2d
-1.0629500935553304,0.30635476333722533,0,train,raw_2d
-0.9658757917093772,1.0091450739531949,0,train,raw_2d
0.16513434658265466,0.978479762710902,0,train,raw_2d
1.8572281083009636,0.2958208662225711,1,train,raw_2d
1.0335651768325358,0.2223329200040019,1,train,raw_2d
0.21713812516786182,-0.22874717826293492,1,train,raw_2d
-0.6482396233236393,0.8589243965560485,0,train,raw_2d
0.9281270954661335,0.6783457687482874,0,train,raw_2d
1.8682019279758024,0.046349848313362446,1,train,raw_2d
0.10242812224018641,0.8724347440596777,0,train,raw_2d
-0.5226063075822158,0.4151918585594968,0,train,raw_2d
0.35304281786732783,0.5727789927543815,0,train,raw_2d
1.861527464182815,0.06834446667795027,1,train,raw_2d
-0.5248496697965481,1.003832043780998,0,train,raw_2d
0.5363766448027848,-0.8044499037308106,1,train,raw_2d
1.384442815041955,-0.09410881986848435,1,train,raw_2d
0.2945027688593903,-0.20914655880190947,1,train,raw_2d
-0.771321637869399,0.07268965899427099,0,train,raw_2d
-0.83895552720941,0.1431589797012533,1,train,raw_2d
2.0485654684500347,-0.26358219697239915,1,train,raw_2d
1.2781123763449285,0.19382920606347928,0,train,raw_2d
1.4782812130938794,-0.04371515360840143,1,train,raw_2d
0.807239203640385,-0.28164821861602474,1,train,raw_2d
0.3866600698830937,-0.36962838238074863,1,train,raw_2d
1.5653403832185573,-0.007325595403962191,1,train,raw_2d
1.3712593039851873,0.3855802309209839,1,train,raw_2d
0.7106763420215403,0.11004119829317857,0,train,raw_2d
-0.601796738740651,1.2504798537862518,0,train,raw_2d
1.6199773483311337,0.08013166188319959,1,train,raw_2d
1.795618899699856,0.007625182099352867,1,train,raw_2d
0.31964427169136567,-0.013011077837124699,1,train,raw_2d
0.644973307763611,-0.2736574475498506,1,train,raw_2d
1.986079466110851,0.21466519111196042,1,train,raw_2d
