feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,label,split
2.6286673093483537,-5.107842539548939,-4.375935745652229,-1.1151398848495548,3.739803317380149,2.0834992262248018,0.9376309094663754,2.884544264801008,-2.944454262733297,0.2589919431440667,-1.6204073314715277,-0.3780434559110908,0,train
-0.7141453413360486,2.743933042508442,2.868298376760711,0.5909447451262333,-1.0345795693913447,0.6344863907373797,-0.14037496262143037,-0.4779328212474898,-4.340882086919006,0.04223729865031178,-2.0595376374823653,-0.6437505187865822,1,train
1.9326979246012606,-1.132338579545706,3.83200502880226,0.6675184076753455,3.3845917544359656,-2.0870962627484566,-0.5706014141814414,-0.9274653485833999,-1.7660048218263555,0.4647568113673391,3.1090698376395682,1.7754239491985506,0,train
-0.6187617199307422,3.216117299352887,5.822336572978157,3.549714241593475,-5.211183499119418,-3.5657635863461907,-0.18573471442863254,-3.2147903674847402,-5.208647097388234,0.21497532985996717,0.8936938188254859,-1.980234142886475,1,train
1.0685530334536986,-0.2762805461405997,2.28461711792982,-1.4363619354543595,1.7417025196648455,-4.2986648108096475,-0.6577624009924992,-3.1383648239347726,-0.15722539959678006,1.2298764106632887,1.3250449333774037,5.072215967439222,0,train
-0.7467562539257329,-3.63466179919729,-5.351258288323025,-0.581848839211939,-0.22532204375979958,0.5801977663998208,0.09757144303782221,-1.2228664248784638,-4.627168659313951,-0.61987620619283,-2.7389468572080666,-1.7879014589695634,0,train
0.2538788902797644,0.40233749214110937,0.171520889586672,-3.3470631691537913,2.1287753613180387,2.332189438873516,0.28240568705943814,3.463102329015821,-0.9532932625366053,-1.0777555843345998,-2.3022796327885264,-2.2430605371895704,0,train
2.116651985107632,-1.5182982907656266,2.8776121211890904,2.172826611019272,3.5379563224587933,-3.4359673983355057,0.5397548310484331,2.0619698458512907,-3.4965048217372647,0.42415359780235673,1.117141190894409,5.1951449836867525,0,train
2.7431201590224923,-2.3297249860247256,-0.4512756788588721,2.0052637879041724,-0.03867103420267304,-1.192671638627462,-0.49860828932097584,-4.426624282287144,1.2869828468348872,-1.0059660230984064,1.0370005575197876,2.3962916711116793,0,train
0.19984477956567037,1.8180625385844131,1.521004745361113,2.0284895424440283,-1.935907751576047,-4.335308664811816,-0.3247956757502373,-0.16916225803525942,-3.576705311325174,-1.3419725277364365,-1.6960260807660141,-0.8008292832391195,1,train
-1.2385111150820354,4.265663693312973,1.3643662659944498,4.009822002404907,-1.7566396066491017,-4.937690475051317,1.2830338272950061,-3.113670900876716,-1.1670665073078927,1.5700458170009415,-1.8662069549271998,-0.38334683978809836,1,train
2.7545067560744236,2.078319889140192,3.2550918483214617,-0.4175146355402308,1.600318283392638,-3.5984689372052143,-1.4195544135552243,-4.280914642258761,-0.19082095363506868,0.23017503004571266,2.1139820969869016,2.1783899880260216,0,train
-3.2224875872774046,3.4136256524932453,3.7174841372859655,3.502834774952869,-4.059892427897421,-3.750079597946306,0.324484571733239,2.051092784400335,1.2816989394815843,0.3291162397242003,1.9395811288082265,2.2616203888641433,1,train
-3.7530357716739164,0.10810345122244902,3.292994118035179,4.667308947123674,-2.605781436738659,-2.7606922748359906,-0.37769551306681554,-3.7449986123149337,-0.4822847082471091,0.67211181194097,-1.6845785424555766,-2.730229741276066,1,train
-0.16816731812937302,2.442601171889103,2.4910797301367,1.559719889726357,-3.252120064144778,-2.4519255536110767,0.2699510972543477,-0.1018763437479775,-4.811107065007041,-0.22217238271831885,-2.634789091400835,-1.1814274387955856,1,train
1.3260828495645094,-1.4851786524717436,1.6424063102787994,1.9127898026910022,2.1524964015438606,-2.646009341564267,0.846258982242155,0.4276460743718671,-2.296063679951826,-0.4620968771250715,2.5749233226858803,0.8364830750201306,0,train
1.7324779330777798,-1.6921475334590497,-2.0066537127840363,-4.978781172720865,2.067838005040201,1.5257684490179437,-0.7359782088552502,4.642810597578515,0.11016971821195787,-0.0540005222784682,-3.870178444379196,-2.4291626695388375,0,train
-3.194016871369504,3.94119714532487,3.36815355098561,3.2177387198442204,-1.399331029608363,-4.134819139727839,0.828946641501762,3.0443369324903577,1.5082853603264368,-0.9383828587098538,1.8994748124114564,1.5328175397697092,1,train
1.9930304718573737,-2.9098637685406974,-3.5785564677828923,-1.4149448906901627,4.1689504944813685,3.593653032608818,-0.6286903019977361,2.7043866438952247,-4.231762325942097,0.8346477292363359,-2.109416133313111,-0.6430907002002879,0,train
-2.5221761460152443,2.2760259240834175,2.149251648633989,0.8843259878387164,-2.3391476350453244,-2.6528688196158416,-0.3039141477626568,2.54875945502867,0.4271997922741473,0.03830910260205521,3.7105864966172897,0.027338732903894325,1,train
-2.500844281654092,1.1113521972671618,0.7088782211706501,-3.8161847449715074,1.2645725951154438,-4.051550390843794,0.4799862712951426,2.748946661085904,5.33402604381328,1.6076015251910507,1.2770018897315571,3.80000931194631,1,train
1.8116789871030599,-2.679833062461791,4.19931538991346,2.9205020086235076,3.3149448174543394,-3.8844724538563353,1.3433397806534724,1.4744774030416878,-5.31684338335146,-1.3288160637980746,2.4339426996489646,5.230567836226919,0,train
0.9121889380165773,0.6189795742649484,2.931191741719787,-0.15265809979012923,4.193584195011294,-0.6060509652998576,0.2855483755359924,-2.338384842556142,1.7585773005439367,-0.5082701786867984,4.664765811301699,2.750052418011507,0,train
-4.713392259875307,-1.4652947186535772,-1.9061379382137131,-0.8349554804014971,0.6274537167860776,1.3949435614635228,0.011141232000205972,0.1982855278176694,-1.3385143546938318,0.639035143005453,-3.2425617215563136,-3.0292423162183413,1,train
-0.9381007745781549,-0.49405501410255104,-1.626377700741061,-3.6238117316600844,2.2131997455892036,1.1259673482420474,0.9154198774641463,3.7098441627745005,-1.7620463470436576,0.4326662443258316,-1.4763149871212011,-2.3543211310497534,0,train
-0.10682465435215693,2.58703533680632,-0.12708408029437646,3.344952626518647,-0.4464459008901773,0.8500594976783962,-0.31664871538009104,-0.6299897877884983,-2.245910642349577,-0.016365541736253503,-3.645026968785312,1.2957097941521964,1,train
-2.125322085916839,1.422527529964615,3.024735885245731,3.6472851886065407,-3.316836249610959,-0.9662590962182984,0.839894223717326,-2.219486181810657,-2.287542510434846,-0.17352782130569372,-2.682402336649785,-1.5664383432690407,1,train
