feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,label,split
-0.6887782376313729,-1.5510817038948446,0.5385715139345058,-1.133962564011051,-0.5887567977766243,2.7889932169398595,2.811367341898465,0.9092972890305195,1.6857036760287618,0.16713857069541227,-1.2091968978557346,0.5103320797412088,-2.2576871609525915,1.1979831786234292,1.581402503290881,-3.8828374544212507,0,train
4.2094262740472335,0.7537935708070279,-1.4141956775499962,-0.46023082667618787,0.23109097390453504,3.0134882672894734,5.368633470881855,-0.2574182574901629,1.0238677473956073,0.04555260019221419,2.112247449694181,-0.04229120526757346,-2.765686714316371,-1.593712730222343,1.6142377067040659,-1.1547893524248725,0,train
-0.26048440895482855,1.5681531929323025,0.7373361598650268,0.3870563917787453,-0.40378680481584484,1.9486352899947454,1.5570649129553142,1.0796064900234594,-1.0321045667004436,-1.5210942440505213,1.1271923999903235,2.7599414033284138,-0.5867346299657227,-0.3840377349484042,-2.151955896682779,-3.9914145716002998,0,train
5.028453899611706,-0.2154756677197109,-1.9637993330888466,-2.600496574083196,0.9739681032617772,-0.012238000521675119,1.0155625417459073,-0.1862639788731336,-2.2470101198419075,-1.795947600841144,-0.488364772028576,-2.1142211397980537,-1.67492339655877,0.056058283024432054,1.4364858419902158,0.6418654723977195,0,train
3.1886386338761556,-0.940606859799782,-1.56033873004959,-3.0986103157997005,1.531879329908267,-2.2585712785377994,-3.8829157136367085,-0.15464168514932686,1.1125621103430756,-3.7438380948962773,-1.3994207846838362,-2.608520236620374,-0.2784313780977793,3.111044557484079,0.7458001523867973,-0.5053996338005434,0,train
-1.8624047942766115,-0.6062051172647401,1.060608780417085,1.3913524573345342,-1.710815147661664,3.111071898877119,1.367943402854198,1.7307616507074843,-0.5540647748200872,0.9124755572724532,-2.0244431409178394,-1.5561089001328539,-0.9792654460455965,1.1835226342747165,3.6240986017668044,-1.6587452023718714,0,train
3.94212916343213,-0.11752009681100167,-3.473100063221264,-0.7944352715041685,-3.164173396193967,0.30042367859749763,4.936827064997084,-0.1683810005839006,0.003560220610709635,-1.7556964234617682,-0.6865274431123398,-0.17379906279470725,-2.1507763421675667,-0.9407927853085076,1.3337447400310025,-0.06873784244676459,0,train
2.271323925596371,2.5491758279496195,2.4053923186708186,0.7751749405578048,-0.40168360908573547,3.673917446019117,2.7830918749892795,-1.373638836659101,-0.9364609810743327,-2.06078995697483,0.4101283662647617,1.0156899317255033,-2.898536998154543,-2.7851756131894154,-2.732133299752087,-1.366108825003017,0,train
1.7805191157882994,0.09754547932782581,-1.8106755614367578,0.3797968263175724,-0.4018318953378837,2.091189956487749,0.9831459516550037,1.0130265227836348,-1.1358996102627306,-1.3771896849371184,-2.2938146346561856,-1.9757139301814346,0.7157501517435729,0.8151100875518773,4.022635991468236,-1.5379552317210763,0,train
3.54083480620596,1.1060510737771831,-2.219861234552528,-4.040779993565252,-0.5992840539887505,1.5108801332255726,3.4326011704777915,-0.1299580283348551,1.5063101952238527,-1.6460212210450154,-0.7180584902236575,-0.3622188074193158,-3.2657066874291965,2.0445491230167923,2.3018968364214683,-4.175796724651751,0,train
