feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,label,split
-0.48762796581350565,1.3698511199769343,-0.34360335829022726,-0.45656868113432353,-0.94251851696513,-0.6836078261690225,3.2615125441740433,0.17097238934647221,-0.9933511505011581,-0.6419865760762876,-1.736025503529691,-1.8698124041069784,-0.10796508651442244,-0.3559455345525083,-1.708260481181228,-1.850993022108106,0.15735810022042745,-1.9203579319136692,-0.7632101062795412,0.8019674042579128,1,train
-0.07144652804164608,0.04756442270602079,0.8506851238600326,1.2300644966404697,0.5522808643925452,-0.47823397770454,1.5305153982268778,0.4847015237221152,0.04410155394128579,-1.4901876274672952,-0.8502705223758169,1.0291776291484158,1.0417518295379182,-0.74586025892055,-0.08554259162980438,0.4346286089383494,1.4312315288935482,0.4076788409025764,0.11508602591630508,1.206559781272736,0,train
-0.35973636386305263,0.04551498403302945,1.3306300460331084,-0.12367612813587014,0.4331971331056618,1.0152601033930795,-1.2404461642352747,-1.7955575256253151,-0.40846626034530087,0.1454416350083919,-0.12830365688253953,0.20834003729893383,-1.284737107837408,0.846993773976357,1.4339369450009483,0.817777297525175,-1.0530349270999306,-1.0391656285886168,0.511770169615146,-0.7100280374430457,0,train
0.7773144988949603,-1.1427260721506785,-1.6642702733175185,0.7500468162327809,-1.2598817316438773,0.7398202826583308,-2.389595975328554,0.7993282388760714,1.288843926628791,0.43251503320914486,1.574023906567084,1.6565144075749474,-0.8469746555788286,-0.33891096403474424,0.8469028820319,1.4088012722807826,0.5169271225096468,0.3647170517232339,0.4395608150382326,-0.19531715047261855,0,train
-0.20816704745072076,-2.909818897526029,0.844096482439395,-0.25069436690709335,0.0190898140819961,0.5086194935307888,-3.488524125263684,0.7177341310413773,0.7951784669019555,0.7386184647040785,2.8637373622593225,2.932729264532532,1.0156398041660766,1.1053085066652344,1.7255695779145583,1.8385119357629782,0.24668762179661688,1.440945933777183,0.9359075662978678,-1.3487882375278601,0,train
-0.5769621309700104,0.0003787513714880175,-0.5686385092248294,-1.3313371412724124,0.9125584632569609,-1.060798964650686,-2.266567163886285,-0.43092168772374206,0.2699879563713426,2.0044276485329373,1.2214490890349587,-1.262885498895656,1.28176712715057,0.6757770734180274,0.09275265626366003,-0.4048699053757906,-1.7298832142960887,0.9619683395503761,-0.16313741701843587,-1.4354573098928076,1,train
-1.4112252221112755,1.4052399179167736,0.24833250976624005,-1.6104409750608522,0.7789173357766318,-0.5215387639560887,-1.0675924746371646,-2.5397360681304746,-0.9305607115444018,1.5648618419370983,-0.5352739828927489,-2.592624785916448,0.5206551525784195,1.2006474038614485,0.44910987677833347,-0.8394595314079794,-2.82497036968206,0.05548305879993435,-0.17636516786311182,-1.4658810188989762,0,train
-0.26800682182642815,-0.9358914354774064,0.855901583101397,-2.7018029730879363,-1.119787428699798,0.6330128747243645,0.1298719691169913,-0.88627562743369,-1.7292947238073146,0.9954697981355147,0.5959811678646888,-0.9276262295304547,-0.08637265516138946,2.3287610080334082,-0.007096060077612876,-1.3110629194204437,-1.6506815097614598,-0.10573230169703646,-0.03450416932190584,-1.8597901473859257,1,train
0.1276013707986195,1.217251243692551,0.2911360221821864,-1.8029606395226625,0.32164584703323457,-1.0513895811397977,-0.3970432923749225,-2.282843671324299,-1.208307815485345,1.3256035471740903,-0.6307596827900864,-2.530377743570421,0.15227864854352416,1.329822789555306,0.18015377308877356,-1.1278992084454214,-2.5849740414842723,-0.6742730063413642,-0.23791040220554174,-1.390557139191243,0,train
1.4122865581857407,0.9429569913107512,-1.6268215608467222,-1.284329853435329,0.8383110764442814,-0.02537192051885077,-7.5746625518347335,-7.853388353625539,-0.9091978896198711,2.7225811707480094,0.3899396220249167,-0.8837396950820757,-1.7007625458152333,3.4565921449691834,5.836329631561607,3.0454724496545635,-6.09057671690792,-0.662038503074022,1.7943393789620368,-3.97239257218136,0,train
